domain1,N_vectensis,T_adhaerens,C_elegans,D_melanogaster,L_gigantea,Sea_urchin,B_floridae,C_intestinalis,P_marinus,D_rerio,T_rubripes,X_tropicalis,G_gallus,M_musculus,H_sapiens,
PF08144,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05873,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01087,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,
PF02744,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,
PF16285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF03828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08368,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF12265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15003,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF07802,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
PF03989,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF02906,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02256,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,
PF04857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15023,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,
PF00450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07801,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
PF07535,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,
PF05403,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,
PF15104,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,
PF01535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01249,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF01187,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF04121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07766,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13862,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF16422,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF16423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08541,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,
PF15469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04100,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06100,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,
PF12455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF01876,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF00418,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF01433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11838,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03815,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,
PF08433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07795,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF01443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11548,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,
PF09227,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
PF13669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13468,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12681,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,
PF14023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF16864,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF06056,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF10576,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,
PF10189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05686,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF04199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF08473,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF08399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17201,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,
PF06602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03054,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02540,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02568,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF15501,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF10602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03071,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF08416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13145,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,
PF06346,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF11688,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF00382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16192,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF02815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15918,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,
PF02439,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,
PF09107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF07534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17105,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,
PF14772,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,
PF14775,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,
PF16756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01214,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,
PF03439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11942,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF06424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09809,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,
PF01555,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,
PF05291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03290,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,
PF16575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07111,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,
PF17034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00513,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF11449,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF01034,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16561,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF03632,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,
PF10222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15874,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,
PF01268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00763,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12549,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,
PF10691,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
PF04733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01980,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,
PF01111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12460,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05960,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,
PF11954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF06664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00235,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF10253,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF09801,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF03171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07874,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00239,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05641,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF16719,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,
PF15057,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF00565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08555,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02229,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12901,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,
PF07904,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16739,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF14770,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,
PF10037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02055,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,
PF17189,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,
PF05988,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF04882,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05026,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01554,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF00751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13452,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05724,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF09815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02284,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF07423,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF08522,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
PF12960,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF09453,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF12538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF14909,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF03522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14975,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,
PF12427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF14694,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF15083,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,
PF14035,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF07842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07411,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08357,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF15101,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,
PF12234,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11892,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF13679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13349,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF12059,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
PF17115,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF03968,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF04773,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,
PF06413,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,
PF12824,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,
PF00629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05439,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,
PF12431,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF10167,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,
PF05645,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,
PF08221,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,
PF02002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08719,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,
PF02623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF09202,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10147,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF01357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF16050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10572,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF01347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10442,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF07359,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,
PF10796,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF04525,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF14048,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF16564,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF01335,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF16095,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF10507,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF07147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08774,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,
PF13880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13878,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF12578,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03615,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF10377,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,
PF07426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02947,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,
PF15780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14874,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF12371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14434,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
PF01894,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
PF10057,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08661,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF08390,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15388,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF08441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09341,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,
PF05871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14988,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,
PF09818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08742,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF14533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16655,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,
PF14292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02480,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03066,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,
PF16679,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,
PF15136,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,
PF01345,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,
PF16820,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16043,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,
PF13681,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF07691,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF01551,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,
PF14976,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF05713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF04860,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF06206,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF15876,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,
PF03603,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF15115,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,
PF10210,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,
PF15259,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF14858,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,
PF02751,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,
PF02268,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,
PF16158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13904,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF06211,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF04230,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF03151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03899,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF14890,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF13403,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
PF16128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17135,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF10573,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,
PF15099,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,
PF00789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02773,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02772,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00438,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05603,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,
PF12352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04366,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,
PF05064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11380,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF17103,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,
PF17102,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,
PF17101,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF04063,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,
PF04064,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,
PF13282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF10176,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF15636,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF05593,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04658,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF16045,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF09398,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF14968,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,
PF04718,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF04886,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,
PF09752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13017,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,
PF03661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01758,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08694,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF04487,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,
PF03297,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF15002,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF08204,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14941,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,
PF14556,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
PF14721,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF06391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17121,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF10498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06350,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF02545,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,
PF15674,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,
PF10350,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01979,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03288,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,
PF00207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13599,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF12333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16436,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF17057,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
PF04893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14662,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF07019,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF02809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07959,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF15330,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,
PF05653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16493,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03891,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF01007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
